time (ka BP),maximum AMOC at 52N below 500m (Sv)
-2.1400012969970703,4.828448
-2.1300010681152344,5.793428
-2.1200008392333984,3.9558208
-2.1100006103515625,3.8281574
-2.1000003814697266,4.6170516
-2.0900001525878906,5.134779
-2.0799999237060547,4.167987
-2.0699996948242188,3.9619827
-2.0600013732910156,3.080457
-2.0500011444091797,5.1163087
-2.0400009155273438,4.538171
-2.030000686645508,3.671035
-2.020000457763672,4.922585
-2.010000228881836,4.995129
-2.0,3.9626167
-1.989999771118164,3.7162304
-1.9799995422363281,5.028498
-1.970001220703125,6.0537896
-1.960000991821289,3.5290868
-1.9500007629394531,3.5852985
-1.9400005340576172,4.2911353
-1.9300003051757812,5.3049493
-1.9200000762939453,4.7392006
-1.9099998474121094,3.885464
-1.8999996185302734,5.7435474
-1.8900012969970703,5.4080844
-1.8800010681152344,4.0549955
-1.8700008392333984,5.408444
-1.8600006103515625,5.0358624
-1.8500003814697266,3.7327557
-1.8400001525878906,4.727295
-1.8299999237060547,5.2754865
-1.8199996948242188,4.9028006
-1.8100013732910156,4.4295554
-1.8000011444091797,4.443888
-1.7900009155273438,5.741698
-1.7800006866455078,5.4454784
-1.7700004577636719,4.5070205
-1.760000228881836,5.016208
-1.75,6.1086135
-1.739999771118164,4.0446553
-1.7299995422363281,5.1763554
-1.720001220703125,6.16428
-1.710000991821289,3.1359823
-1.7000007629394531,5.687839
-1.6900005340576172,6.3098106
-1.6800003051757812,4.1202135
-1.6700000762939453,4.671017
-1.6599998474121094,6.1252236
-1.6499996185302734,3.7824104
-1.6400012969970703,5.1285844
-1.6300010681152344,6.3101325
-1.6200008392333984,4.4000525
-1.6100006103515625,4.650103
-1.6000003814697266,4.7322764
-1.5900001525878906,4.9624577
-1.5799999237060547,4.1883287
-1.5699996948242188,5.303704
-1.5600013732910156,4.2151284
-1.5500011444091797,5.8027377
-1.5400009155273438,4.1982074
-1.5300006866455078,5.2884154
-1.5200004577636719,4.597663
-1.510000228881836,4.949094
-1.5,4.446228
-1.489999771118164,4.2672515
-1.4799995422363281,5.6846166
-1.470001220703125,3.256298
-1.460000991821289,3.8441436
-1.4500007629394531,4.9257855
-1.4400005340576172,4.9390297
-1.4300003051757812,4.4447036
-1.4200000762939453,3.5255616
-1.4099998474121094,6.2261596
-1.3999996185302734,5.2193766
-1.3900012969970703,4.720551
-1.3800010681152344,5.877392
-1.3700008392333984,3.6017342
-1.3600006103515625,3.4812222
-1.3500003814697266,5.4561577
-1.3400001525878906,4.410193
-1.3299999237060547,3.156844
-1.3199996948242188,5.964161
-1.3100013732910156,4.7711887
-1.3000011444091797,3.7573016
-1.2900009155273438,5.227862
-1.2800006866455078,5.975039
-1.2700004577636719,3.1395433
-1.260000228881836,5.5267105
-1.25,5.4945817
-1.239999771118164,3.6134508
-1.2299995422363281,5.325812
-1.220001220703125,5.6039467
-1.210000991821289,4.0870295
-1.2000007629394531,4.743733
-1.1900005340576172,5.305619
-1.1800003051757812,4.8588653
-1.1700000762939453,4.3789334
-1.1599998474121094,3.552614
-1.1499996185302734,4.447408
-1.1400012969970703,5.155356
-1.1300010681152344,4.1614523
-1.1200008392333984,3.6671193
-1.1100006103515625,4.9838977
-1.1000003814697266,5.4693704
-1.0900001525878906,4.3588543
-1.0799999237060547,3.7224228
-1.0699996948242188,3.7541544
-1.0600013732910156,5.401421
-1.0500011444091797,4.699026
-1.0400009155273438,4.0608115
-1.0300006866455078,3.7095642
-1.0200004577636719,5.4527
-1.010000228881836,3.726804
-1.0,3.979881
-0.9899997711181641,4.7151246
-0.9799995422363281,5.0870605
-0.970001220703125,4.8339705
-0.9600009918212891,4.0457025
-0.9500007629394531,4.5053535
-0.9400005340576172,5.023478
-0.9300003051757812,4.9026494
-0.9200000762939453,2.6791523
-0.9099998474121094,4.8881297
-0.8999996185302734,5.821009
-0.8900012969970703,3.5351226
-0.8800010681152344,4.3562036
-0.8700008392333984,5.998896
-0.8600006103515625,4.131116
-0.8500003814697266,3.2767036
-0.8400001525878906,5.642183
-0.8299999237060547,3.9440386
-0.8199996948242188,3.3172557
-0.8100013732910156,4.6850295
-0.8000011444091797,5.6261125
-0.7900009155273438,3.9546788
-0.7800006866455078,3.989332
-0.7700004577636719,3.5497744
-0.7600002288818359,4.479029
-0.75,5.6522374
-0.7399997711181641,3.9138165
-0.7299995422363281,3.8183057
-0.720001220703125,5.002689
-0.7100009918212891,5.0784407
-0.7000007629394531,3.3660471
-0.6900005340576172,3.5363111
-0.6800003051757812,2.9326115
-0.6700000762939453,4.4223504
-0.6599998474121094,5.039316
-0.6499996185302734,4.8672156
-0.6400012969970703,3.6544979
-0.6300010681152344,4.2837057
-0.6200008392333984,4.8849196
-0.6100006103515625,5.2684526
-0.6000003814697266,4.4283714
-0.5900001525878906,3.546385
-0.5799999237060547,5.203609
-0.5699996948242188,5.303328
-0.5600013732910156,5.0076966
-0.5500011444091797,4.1803627
-0.5400009155273438,4.558087
-0.5300006866455078,5.0517535
-0.5200004577636719,5.358547
-0.5100002288818359,4.944699
-0.5,4.1170106
-0.48999977111816406,4.1676345
-0.4799995422363281,5.5767236
-0.470001220703125,5.417498
-0.46000099182128906,3.8014603
-0.4500007629394531,4.2974663
-0.4400005340576172,5.131653
-0.43000030517578125,5.2451205
-0.4200000762939453,4.879621
-0.4099998474121094,4.0286574
-0.39999961853027344,4.827044
-0.3900012969970703,6.1223297
-0.3800010681152344,5.2151885
-0.37000083923339844,4.6679378
-0.3600006103515625,6.0152135
-0.35000038146972656,5.1156383
-0.3400001525878906,4.224535
-0.3299999237060547,5.274235
-0.31999969482421875,6.694193
-0.3100013732910156,4.1531467
-0.3000011444091797,5.3599644
-0.29000091552734375,4.782861
-0.2800006866455078,4.786575
-0.2700004577636719,5.33314
-0.26000022888183594,5.144387
-0.25,3.861705
-0.23999977111816406,4.0070868
-0.22999954223632812,5.4734626
-0.220001220703125,5.7099023
-0.21000099182128906,3.8274467
-0.20000076293945312,4.7119236
-0.1900005340576172,5.7360168
-0.18000030517578125,5.481665
-0.1700000762939453,3.9663897
-0.15999984741210938,4.6138587
-0.14999961853027344,6.7437034
-0.1400012969970703,4.4214463
-0.13000106811523438,3.653241
-0.12000083923339844,5.3337383
-0.1100006103515625,4.449243
-0.10000038146972656,3.950792
-0.09000015258789062,4.447659
-0.07999992370605469,4.577442
-0.06999969482421875,4.4608274
-0.060001373291015625,5.2676644
-0.05000114440917969,5.0956798
-0.04000091552734375,3.9192972
-0.030000686645507812,4.663546
-0.020000457763671875,4.2351713
-0.010000228881835938,4.93854
